Date,Tweet,Likes,Retweets,Sentiment,Confidence,Tweet_Length,Hashtags_Count,Mentions_Count,URL_Shared,Media_Attached,Reply_Count,Retweet_Flag,Original_Tweets_Percentage,Unique_Word_Count,Positive_Word_Count,Negative_Word_Count,Neutral_Word_Count,Follower_Count,User_Verified,Political_Hashtags_Usage,Keyword_Frequency,Emotion_Score,Time_of_Day,Region
2024-01-02 00:00:00,Vijay entry trending!,256,182,NEUTRAL,0.5502287748404842,21,0,0,0,0,20,0,1,3,0,0,21,21642,0,0,0,0.0,Night,South
2024-01-02 01:00:00,Political impact of Vijay,301,287,POSITIVE,0.7545789827813013,25,0,0,0,0,98,0,1,4,0,0,25,31412,0,0,0,0.0,Night,Central
2024-01-02 02:00:00,Political impact of Vijay,100,299,NEUTRAL,0.5123349772702436,25,0,0,0,0,56,0,1,4,0,0,25,45342,0,0,0,0.0,Night,North
2024-01-02 03:00:00,Will Vijay succeed?,404,81,POSITIVE,0.7034492156953139,19,0,0,0,0,52,0,1,3,0,0,19,93883,1,0,0,0.0,Night,North
2024-01-02 04:00:00,Vijay Makkal Iyakkam rocks!,345,210,POSITIVE,0.6103495373926675,27,0,0,0,0,45,0,1,4,0,0,27,87993,0,0,0,0.0,Night,North
2024-01-02 05:00:00,Vijay Makkal Iyakkam rocks!,109,149,NEUTRAL,0.7666541812293703,27,0,0,0,0,13,0,1,4,0,0,27,55488,1,0,0,0.0,Morning,East
2024-01-02 06:00:00,Political impact of Vijay,419,36,NEGATIVE,0.99799682455035,25,0,0,0,0,99,0,1,4,0,0,25,27791,0,0,0,0.0,Morning,East
2024-01-02 07:00:00,Vijay Makkal Iyakkam rocks!,181,58,NEGATIVE,0.9002680525633738,27,0,0,0,0,75,0,1,4,0,0,27,78060,0,0,0,0.0,Morning,East
2024-01-02 08:00:00,Vijay Makkal Iyakkam rocks!,470,130,POSITIVE,0.9228210458122108,27,0,0,0,0,16,0,1,4,0,0,27,84488,0,0,0,0.0,Morning,Central
2024-01-02 09:00:00,Vijay entry trending!,312,201,NEUTRAL,0.8176324936795405,21,0,0,0,0,38,0,1,3,0,0,21,22701,0,0,0,0.0,Morning,East
2024-01-02 10:00:00,Political impact of Vijay,0,242,NEGATIVE,0.5207799241361293,25,0,0,0,0,8,0,1,4,0,0,25,18120,0,0,0,0.0,Morning,South
2024-01-02 11:00:00,Thalapathy Vijay is the leader!,318,34,NEGATIVE,0.6033988380220721,31,0,0,0,0,98,0,1,5,0,0,31,8255,0,0,1,0.0,Morning,North
2024-01-02 12:00:00,Political impact of Vijay,437,92,POSITIVE,0.9625322782235276,25,0,0,0,0,76,0,1,4,0,0,25,69219,0,0,0,0.0,Afternoon,Central
2024-01-02 13:00:00,Thalapathy Vijay is the leader!,54,206,POSITIVE,0.6830565589643756,31,0,0,0,0,78,0,1,5,0,0,31,81151,0,0,1,0.0,Afternoon,North
2024-01-02 14:00:00,Vijay entry trending!,370,212,NEUTRAL,0.5518183632403978,21,0,0,0,0,81,0,1,3,0,0,21,36877,0,0,0,0.0,Afternoon,East
2024-01-02 15:00:00,Will Vijay succeed?,423,158,POSITIVE,0.851202682933101,19,0,0,0,0,96,0,1,3,0,0,19,19810,0,0,0,0.0,Afternoon,Central
2024-01-02 16:00:00,Vijay Makkal Iyakkam rocks!,398,23,NEGATIVE,0.6497288619671273,27,0,0,0,0,5,0,1,4,0,0,27,24632,0,0,0,0.0,Afternoon,West
2024-01-02 17:00:00,Vijay entry trending!,148,292,NEGATIVE,0.6344284564520859,21,0,0,0,0,90,0,1,3,0,0,21,18701,1,0,0,0.0,Evening,South
2024-01-02 18:00:00,Vijay Makkal Iyakkam rocks!,430,3,NEGATIVE,0.9989887277791302,27,0,0,0,0,22,0,1,4,0,0,27,63327,0,0,0,0.0,Evening,East
2024-01-02 19:00:00,Will Vijay succeed?,456,219,NEGATIVE,0.9290694625133272,19,0,0,0,0,58,0,1,3,0,0,19,5067,0,0,0,0.0,Evening,East
2024-01-02 20:00:00,Will Vijay succeed?,308,19,NEUTRAL,0.7039689091839205,19,0,0,0,0,90,0,1,3,0,0,19,84389,0,0,0,0.0,Evening,South
2024-01-02 21:00:00,Vijay entry trending!,136,151,NEUTRAL,0.9901306039082496,21,0,0,0,0,97,0,1,3,0,0,21,20122,0,0,0,0.0,Night,South
2024-01-02 22:00:00,Will Vijay succeed?,201,49,POSITIVE,0.8250566117096068,19,0,0,0,0,45,0,1,3,0,0,19,43563,0,0,0,0.0,Night,West
2024-01-02 23:00:00,Thalapathy Vijay is the leader!,435,176,POSITIVE,0.8710112259398801,31,0,0,0,0,37,0,1,5,0,0,31,74771,1,0,1,0.0,Night,East
2024-01-03 00:00:00,Will Vijay succeed?,312,95,POSITIVE,0.5157565215411057,19,0,0,0,0,13,0,1,3,0,0,19,5822,0,0,0,0.0,Night,East
2024-01-03 01:00:00,Vijay Makkal Iyakkam rocks!,116,104,NEUTRAL,0.5608026296740285,27,0,0,0,0,99,0,1,4,0,0,27,27513,0,0,0,0.0,Night,North
2024-01-03 02:00:00,Vijay Makkal Iyakkam rocks!,153,249,NEGATIVE,0.8165425632481191,27,0,0,0,0,71,0,1,4,0,0,27,92872,0,0,0,0.0,Night,Central
2024-01-03 03:00:00,Vijay Makkal Iyakkam rocks!,424,116,POSITIVE,0.949511991324742,27,0,0,0,0,61,0,1,4,0,0,27,81150,0,0,0,0.0,Night,Central
2024-01-03 04:00:00,Vijay Makkal Iyakkam rocks!,290,227,NEGATIVE,0.8118718630437978,27,0,0,0,0,34,0,1,4,0,0,27,85967,0,0,0,0.0,Night,North
2024-01-03 05:00:00,Thalapathy Vijay is the leader!,62,65,POSITIVE,0.567012447159496,31,0,0,0,0,18,0,1,5,0,0,31,83696,0,0,1,0.0,Morning,Central
2024-01-03 06:00:00,Political impact of Vijay,243,261,POSITIVE,0.5578800231231623,25,0,0,0,0,29,0,1,4,0,0,25,66832,0,0,0,0.0,Morning,South
2024-01-03 07:00:00,Vijay entry trending!,24,294,POSITIVE,0.9220929479120408,21,0,0,0,0,77,0,1,3,0,0,21,12397,0,0,0,0.0,Morning,Central
2024-01-03 08:00:00,Vijay Makkal Iyakkam rocks!,89,242,POSITIVE,0.5696511693539572,27,0,0,0,0,83,0,1,4,0,0,27,68423,0,0,0,0.0,Morning,Central
2024-01-03 09:00:00,Will Vijay succeed?,74,185,POSITIVE,0.7601159802520128,19,0,0,0,0,24,0,1,3,0,0,19,23916,0,0,0,0.0,Morning,North
2024-01-03 10:00:00,Vijay Makkal Iyakkam rocks!,293,245,NEGATIVE,0.5185566599811511,27,0,0,0,0,39,0,1,4,0,0,27,40795,1,0,0,0.0,Morning,West
2024-01-03 11:00:00,Will Vijay succeed?,385,124,POSITIVE,0.5403348836955887,19,0,0,0,0,87,0,1,3,0,0,19,19802,0,0,0,0.0,Morning,Central
2024-01-03 12:00:00,Will Vijay succeed?,390,267,NEGATIVE,0.8361741338214324,19,0,0,0,0,13,0,1,3,0,0,19,25342,0,0,0,0.0,Afternoon,Central
2024-01-03 13:00:00,Vijay Makkal Iyakkam rocks!,209,130,NEUTRAL,0.8445907052137583,27,0,0,0,0,25,0,1,4,0,0,27,55941,0,0,0,0.0,Afternoon,West
2024-01-03 14:00:00,Thalapathy Vijay is the leader!,474,236,POSITIVE,0.6707347033042212,31,0,0,0,0,86,0,1,5,0,0,31,67812,0,0,1,0.0,Afternoon,North
2024-01-03 15:00:00,Will Vijay succeed?,417,17,NEGATIVE,0.6078048826215223,19,0,0,0,0,21,0,1,3,0,0,19,85763,0,0,0,0.0,Afternoon,West
2024-01-03 16:00:00,Will Vijay succeed?,346,39,NEUTRAL,0.906855135378654,19,0,0,0,0,47,0,1,3,0,0,19,92864,0,0,0,0.0,Afternoon,North
2024-01-03 17:00:00,Vijay Makkal Iyakkam rocks!,16,20,NEUTRAL,0.6085516147349452,27,0,0,0,0,82,0,1,4,0,0,27,53674,0,0,0,0.0,Evening,South
2024-01-03 18:00:00,Will Vijay succeed?,127,224,NEUTRAL,0.7710135348331899,19,0,0,0,0,50,0,1,3,0,0,19,85844,0,0,0,0.0,Evening,North
2024-01-03 19:00:00,Will Vijay succeed?,426,281,NEGATIVE,0.9841044204314529,19,0,0,0,0,2,0,1,3,0,0,19,28582,0,0,0,0.0,Evening,South
2024-01-03 20:00:00,Vijay Makkal Iyakkam rocks!,442,7,POSITIVE,0.5739262189311919,27,0,0,0,0,41,0,1,4,0,0,27,9271,0,0,0,0.0,Evening,South
2024-01-03 21:00:00,Vijay Makkal Iyakkam rocks!,363,99,POSITIVE,0.9704381337473544,27,0,0,0,0,18,0,1,4,0,0,27,99032,0,0,0,0.0,Night,North
2024-01-03 22:00:00,Vijay entry trending!,250,239,NEGATIVE,0.5914465265343343,21,0,0,0,0,72,0,1,3,0,0,21,3796,0,0,0,0.0,Night,East
2024-01-03 23:00:00,Thalapathy Vijay is the leader!,178,86,POSITIVE,0.7837216040116148,31,0,0,0,0,27,0,1,5,0,0,31,20158,0,0,1,0.0,Night,North
2024-01-04 00:00:00,Thalapathy Vijay is the leader!,181,297,NEGATIVE,0.6885038559793724,31,0,0,0,0,83,0,1,5,0,0,31,20413,0,0,1,0.0,Night,Central
2024-01-04 01:00:00,Will Vijay succeed?,151,13,POSITIVE,0.982464300750913,19,0,0,0,0,44,0,1,3,0,0,19,19249,1,0,0,0.0,Night,Central
2024-01-04 02:00:00,Thalapathy Vijay is the leader!,24,1,NEUTRAL,0.6367710145009684,31,0,0,0,0,70,0,1,5,0,0,31,53621,0,0,1,0.0,Night,East
2024-01-04 03:00:00,Will Vijay succeed?,454,292,POSITIVE,0.6998290010428768,19,0,0,0,0,77,0,1,3,0,0,19,45840,0,0,0,0.0,Night,South
2024-01-04 04:00:00,Vijay entry trending!,179,40,NEGATIVE,0.9914300589277104,21,0,0,0,0,62,0,1,3,0,0,21,5056,0,0,0,0.0,Night,East
2024-01-04 05:00:00,Vijay Makkal Iyakkam rocks!,197,110,NEGATIVE,0.7682351955942366,27,0,0,0,0,72,0,1,4,0,0,27,75831,1,0,0,0.0,Morning,Central
2024-01-04 06:00:00,Vijay Makkal Iyakkam rocks!,343,13,NEUTRAL,0.7513150578106267,27,0,0,0,0,18,0,1,4,0,0,27,82712,0,0,0,0.0,Morning,East
2024-01-04 07:00:00,Vijay Makkal Iyakkam rocks!,160,230,NEGATIVE,0.6288892441019956,27,0,0,0,0,46,0,1,4,0,0,27,66741,0,0,0,0.0,Morning,North
2024-01-04 08:00:00,Thalapathy Vijay is the leader!,176,83,POSITIVE,0.8506817801552207,31,0,0,0,0,13,0,1,5,0,0,31,63911,0,0,1,0.0,Morning,East
2024-01-04 09:00:00,Vijay entry trending!,284,129,POSITIVE,0.5071864758888889,21,0,0,0,0,37,0,1,3,0,0,21,52260,0,0,0,0.0,Morning,South
2024-01-04 10:00:00,Thalapathy Vijay is the leader!,62,230,NEUTRAL,0.5247563148511467,31,0,0,0,0,52,0,1,5,0,0,31,51413,0,0,1,0.0,Morning,North
2024-01-04 11:00:00,Thalapathy Vijay is the leader!,490,144,NEGATIVE,0.7996792935679014,31,0,0,0,0,60,0,1,5,0,0,31,63332,0,0,1,0.0,Morning,West
2024-01-04 12:00:00,Vijay entry trending!,149,27,NEUTRAL,0.6708372869092271,21,0,0,0,0,35,0,1,3,0,0,21,15517,0,0,0,0.0,Afternoon,Central
2024-01-04 13:00:00,Vijay entry trending!,153,65,POSITIVE,0.9766581861004804,21,0,0,0,0,39,0,1,3,0,0,21,24829,0,0,0,0.0,Afternoon,Central
2024-01-04 14:00:00,Vijay entry trending!,155,162,NEUTRAL,0.9515953453613928,21,0,0,0,0,80,0,1,3,0,0,21,30199,0,0,0,0.0,Afternoon,East
2024-01-04 15:00:00,Vijay entry trending!,369,228,NEGATIVE,0.8568531293383537,21,0,0,0,0,29,0,1,3,0,0,21,98234,0,0,0,0.0,Afternoon,North
2024-01-04 16:00:00,Vijay Makkal Iyakkam rocks!,468,260,NEUTRAL,0.9090727905639008,27,0,0,0,0,8,0,1,4,0,0,27,30061,0,0,0,0.0,Afternoon,West
2024-01-04 17:00:00,Political impact of Vijay,48,163,NEGATIVE,0.8336659248338467,25,0,0,0,0,63,0,1,4,0,0,25,12702,0,0,0,0.0,Evening,North
2024-01-04 18:00:00,Political impact of Vijay,454,286,NEGATIVE,0.5627910513550803,25,0,0,0,0,32,0,1,4,0,0,25,9356,1,0,0,0.0,Evening,Central
2024-01-04 19:00:00,Vijay entry trending!,336,9,POSITIVE,0.8827716848446013,21,0,0,0,0,51,0,1,3,0,0,21,86220,0,0,0,0.0,Evening,North
2024-01-04 20:00:00,Political impact of Vijay,83,194,POSITIVE,0.6050959843594232,25,0,0,0,0,88,0,1,4,0,0,25,34781,0,0,0,0.0,Evening,West
2024-01-04 21:00:00,Political impact of Vijay,360,117,POSITIVE,0.6617214275500984,25,0,0,0,0,13,0,1,4,0,0,25,91428,0,0,0,0.0,Night,East
2024-01-04 22:00:00,Vijay entry trending!,176,269,NEGATIVE,0.9096171060512102,21,0,0,0,0,74,0,1,3,0,0,21,87540,0,0,0,0.0,Night,South
2024-01-04 23:00:00,Political impact of Vijay,147,79,NEUTRAL,0.7682628041967241,25,0,0,0,0,52,0,1,4,0,0,25,64889,1,0,0,0.0,Night,North
2024-01-05 00:00:00,Thalapathy Vijay is the leader!,117,92,NEGATIVE,0.9299703570917046,31,0,0,0,0,98,0,1,5,0,0,31,43461,0,0,1,0.0,Night,South
2024-01-05 01:00:00,Will Vijay succeed?,341,265,POSITIVE,0.6065176599216321,19,0,0,0,0,58,0,1,3,0,0,19,64603,0,0,0,0.0,Night,Central
2024-01-05 02:00:00,Will Vijay succeed?,475,256,POSITIVE,0.8038892193034436,19,0,0,0,0,77,0,1,3,0,0,19,34640,0,0,0,0.0,Night,East
2024-01-05 03:00:00,Vijay entry trending!,62,132,NEUTRAL,0.5418954862741308,21,0,0,0,0,93,0,1,3,0,0,21,26636,0,0,0,0.0,Night,East
2024-01-05 04:00:00,Vijay Makkal Iyakkam rocks!,188,275,POSITIVE,0.8215304967700148,27,0,0,0,0,40,0,1,4,0,0,27,84800,0,0,0,0.0,Night,North
2024-01-05 05:00:00,Vijay entry trending!,359,263,POSITIVE,0.8812670188877674,21,0,0,0,0,67,0,1,3,0,0,21,63143,0,0,0,0.0,Morning,East
2024-01-05 06:00:00,Vijay Makkal Iyakkam rocks!,48,170,POSITIVE,0.7924654469893608,27,0,0,0,0,67,0,1,4,0,0,27,78632,0,0,0,0.0,Morning,North
2024-01-05 07:00:00,Will Vijay succeed?,326,0,NEUTRAL,0.6331157507494052,19,0,0,0,0,91,0,1,3,0,0,19,56675,0,0,0,0.0,Morning,North
2024-01-05 08:00:00,Vijay entry trending!,256,63,NEGATIVE,0.5156713344294334,21,0,0,0,0,7,0,1,3,0,0,21,2971,0,0,0,0.0,Morning,South
2024-01-05 09:00:00,Thalapathy Vijay is the leader!,223,283,POSITIVE,0.5597244419821429,31,0,0,0,0,1,0,1,5,0,0,31,46102,0,0,1,0.0,Morning,East
2024-01-05 10:00:00,Political impact of Vijay,140,120,NEUTRAL,0.8111514895370131,25,0,0,0,0,85,0,1,4,0,0,25,49912,0,0,0,0.0,Morning,North
2024-01-05 11:00:00,Vijay Makkal Iyakkam rocks!,477,106,POSITIVE,0.9672101084212568,27,0,0,0,0,40,0,1,4,0,0,27,22726,0,0,0,0.0,Morning,South
2024-01-05 12:00:00,Political impact of Vijay,214,174,NEUTRAL,0.6032672019860033,25,0,0,0,0,54,0,1,4,0,0,25,60079,0,0,0,0.0,Afternoon,West
2024-01-05 13:00:00,Political impact of Vijay,434,203,POSITIVE,0.8675130745525494,25,0,0,0,0,15,0,1,4,0,0,25,76157,0,0,0,0.0,Afternoon,South
2024-01-05 14:00:00,Vijay entry trending!,378,164,NEUTRAL,0.9332255316245208,21,0,0,0,0,92,0,1,3,0,0,21,66768,1,0,0,0.0,Afternoon,South
2024-01-05 15:00:00,Political impact of Vijay,439,119,POSITIVE,0.7604410892237555,25,0,0,0,0,61,0,1,4,0,0,25,99103,0,0,0,0.0,Afternoon,North
2024-01-05 16:00:00,Thalapathy Vijay is the leader!,210,43,NEGATIVE,0.8346328979218289,31,0,0,0,0,47,0,1,5,0,0,31,80170,0,0,1,0.0,Afternoon,Central
2024-01-05 17:00:00,Political impact of Vijay,317,155,POSITIVE,0.907507658338074,25,0,0,0,0,29,0,1,4,0,0,25,89490,0,0,0,0.0,Evening,Central
2024-01-05 18:00:00,Vijay entry trending!,31,206,NEUTRAL,0.6303375788702967,21,0,0,0,0,11,0,1,3,0,0,21,43098,0,0,0,0.0,Evening,Central
2024-01-05 19:00:00,Thalapathy Vijay is the leader!,157,107,POSITIVE,0.6484478371340214,31,0,0,0,0,34,0,1,5,0,0,31,63914,0,0,1,0.0,Evening,South
2024-01-05 20:00:00,Will Vijay succeed?,284,250,NEGATIVE,0.5003137583142281,19,0,0,0,0,10,0,1,3,0,0,19,45707,0,0,0,0.0,Evening,North
2024-01-05 21:00:00,Political impact of Vijay,304,129,POSITIVE,0.9815470654489012,25,0,0,0,0,63,0,1,4,0,0,25,7912,0,0,0,0.0,Night,East
2024-01-05 22:00:00,Vijay entry trending!,428,292,NEUTRAL,0.9587724472981723,21,0,0,0,0,49,0,1,3,0,0,21,61944,1,0,0,0.0,Night,South
2024-01-05 23:00:00,Will Vijay succeed?,476,19,NEUTRAL,0.8822841318797152,19,0,0,0,0,84,0,1,3,0,0,19,70193,0,0,0,0.0,Night,South
2024-01-06 00:00:00,Will Vijay succeed?,285,281,NEGATIVE,0.5395380104883241,19,0,0,0,0,20,0,1,3,0,0,19,2279,0,0,0,0.0,Night,North
2024-01-06 01:00:00,Vijay Makkal Iyakkam rocks!,143,284,NEUTRAL,0.7237514448497541,27,0,0,0,0,68,0,1,4,0,0,27,43898,0,0,0,0.0,Night,West
2024-01-06 02:00:00,Thalapathy Vijay is the leader!,423,0,POSITIVE,0.5509458769857765,31,0,0,0,0,47,0,1,5,0,0,31,74701,0,0,1,0.0,Night,South
2024-01-06 03:00:00,Political impact of Vijay,18,118,POSITIVE,0.5079601336313992,25,0,0,0,0,19,0,1,4,0,0,25,8375,0,0,0,0.0,Night,West
2024-01-06 04:00:00,Vijay entry trending!,17,34,POSITIVE,0.8080914826062986,21,0,0,0,0,66,0,1,3,0,0,21,50674,0,0,0,0.0,Night,West
2024-01-06 05:00:00,Vijay Makkal Iyakkam rocks!,256,197,NEUTRAL,0.9804147085400944,27,0,0,0,0,43,0,1,4,0,0,27,47957,1,0,0,0.0,Morning,Central
2024-01-06 06:00:00,Thalapathy Vijay is the leader!,77,244,POSITIVE,0.9514340117160752,31,0,0,0,0,32,0,1,5,0,0,31,20800,0,0,1,0.0,Morning,North
2024-01-06 07:00:00,Vijay Makkal Iyakkam rocks!,370,58,POSITIVE,0.8483774074677022,27,0,0,0,0,72,0,1,4,0,0,27,39564,0,0,0,0.0,Morning,West
2024-01-06 08:00:00,Thalapathy Vijay is the leader!,174,160,POSITIVE,0.5483202920824357,31,0,0,0,0,60,0,1,5,0,0,31,42451,0,0,1,0.0,Morning,North
2024-01-06 09:00:00,Thalapathy Vijay is the leader!,497,178,NEGATIVE,0.6370820188361501,31,0,0,0,0,8,0,1,5,0,0,31,93430,0,0,1,0.0,Morning,Central
2024-01-06 10:00:00,Political impact of Vijay,193,205,NEUTRAL,0.6600283634426455,25,0,0,0,0,67,0,1,4,0,0,25,94419,0,0,0,0.0,Morning,North
2024-01-06 11:00:00,Thalapathy Vijay is the leader!,475,11,NEUTRAL,0.8815750288727806,31,0,0,0,0,34,0,1,5,0,0,31,82634,0,0,1,0.0,Morning,South
2024-01-06 12:00:00,Vijay Makkal Iyakkam rocks!,112,275,NEUTRAL,0.901124589617557,27,0,0,0,0,80,0,1,4,0,0,27,13969,0,0,0,0.0,Afternoon,West
2024-01-06 13:00:00,Thalapathy Vijay is the leader!,113,180,NEGATIVE,0.6925530614949602,31,0,0,0,0,97,0,1,5,0,0,31,60415,0,0,1,0.0,Afternoon,North
2024-01-06 14:00:00,Political impact of Vijay,221,241,NEUTRAL,0.7089419983088048,25,0,0,0,0,87,0,1,4,0,0,25,93788,0,0,0,0.0,Afternoon,East
2024-01-06 15:00:00,Political impact of Vijay,165,215,NEGATIVE,0.5222545196380857,25,0,0,0,0,95,0,1,4,0,0,25,21054,0,0,0,0.0,Afternoon,North
2024-01-06 16:00:00,Vijay Makkal Iyakkam rocks!,434,250,NEGATIVE,0.6445683592093805,27,0,0,0,0,64,0,1,4,0,0,27,31655,0,0,0,0.0,Afternoon,West
2024-01-06 17:00:00,Will Vijay succeed?,318,298,NEUTRAL,0.72564258858882,19,0,0,0,0,7,0,1,3,0,0,19,63453,0,0,0,0.0,Evening,Central
2024-01-06 18:00:00,Will Vijay succeed?,131,125,POSITIVE,0.5584915231926288,19,0,0,0,0,44,0,1,3,0,0,19,82290,0,0,0,0.0,Evening,Central
2024-01-06 19:00:00,Thalapathy Vijay is the leader!,384,216,POSITIVE,0.7266337303775107,31,0,0,0,0,86,0,1,5,0,0,31,45126,1,0,1,0.0,Evening,West
2024-01-06 20:00:00,Vijay entry trending!,263,284,NEUTRAL,0.9265879061289002,21,0,0,0,0,46,0,1,3,0,0,21,47076,0,0,0,0.0,Evening,South
2024-01-06 21:00:00,Thalapathy Vijay is the leader!,412,184,NEUTRAL,0.7906605098625267,31,0,0,0,0,39,0,1,5,0,0,31,80678,0,0,1,0.0,Night,South
2024-01-06 22:00:00,Vijay Makkal Iyakkam rocks!,54,38,NEGATIVE,0.5394649275192062,27,0,0,0,0,75,0,1,4,0,0,27,91602,0,0,0,0.0,Night,Central
2024-01-06 23:00:00,Vijay Makkal Iyakkam rocks!,358,222,NEUTRAL,0.5958356594151372,27,0,0,0,0,53,0,1,4,0,0,27,45195,0,0,0,0.0,Night,Central
2024-01-07 00:00:00,Vijay Makkal Iyakkam rocks!,130,183,NEGATIVE,0.7372721750792781,27,0,0,0,0,75,0,1,4,0,0,27,14370,0,0,0,0.0,Night,West
2024-01-07 01:00:00,Vijay Makkal Iyakkam rocks!,287,177,NEUTRAL,0.6807435749109061,27,0,0,0,0,45,0,1,4,0,0,27,31008,0,0,0,0.0,Night,South
2024-01-07 02:00:00,Vijay Makkal Iyakkam rocks!,265,293,POSITIVE,0.6793635097730494,27,0,0,0,0,46,0,1,4,0,0,27,15623,0,0,0,0.0,Night,Central
2024-01-07 03:00:00,Political impact of Vijay,457,150,POSITIVE,0.7646337240717951,25,0,0,0,0,14,0,1,4,0,0,25,62533,1,0,0,0.0,Night,South
2024-01-07 04:00:00,Will Vijay succeed?,466,125,NEUTRAL,0.7921979607947287,19,0,0,0,0,18,0,1,3,0,0,19,47168,1,0,0,0.0,Night,Central
2024-01-07 05:00:00,Vijay Makkal Iyakkam rocks!,365,233,NEGATIVE,0.8984307851380955,27,0,0,0,0,25,0,1,4,0,0,27,20091,0,0,0,0.0,Morning,North
